voltage,current,mAh,Wh,D+,D-,temperature,duration
5.12,0.85,1834,16.08,0.1,0.11,32,0:30:56
5.12,0.85,1834,16.08,0.1,0.1,32,0:30:57
5.12,0.85,1835,16.08,0.11,0.11,32,0:30:58
5.12,0.85,1835,16.08,0.11,0.1,31,0:30:59
5.12,0.86,1835,16.08,0.11,0.11,32,0:31:00
5.12,0.86,1835,16.08,0.1,0.11,32,0:31:01
5.11,0.86,1836,16.08,0.11,0.11,31,0:31:02
5.12,0.85,1836,16.09,0.1,0.11,32,0:31:03
5.12,0.85,1836,16.09,0.11,0.11,32,0:31:04
5.09,1.23,1836,16.09,0.11,0.11,31,0:31:05
5.13,0.6,1837,16.09,0.1,0.11,31,0:31:06
5.13,0.61,1837,16.09,0.1,0.11,31,0:31:07
5.13,0.6,1837,16.09,0.11,0.11,31,0:31:08
5.13,0.6,1837,16.09,0.1,0.1,32,0:31:09
5.12,0.61,1837,16.09,0.11,0.11,31,0:31:10
5.12,0.61,1837,16.09,0.1,0.1,32,0:31:11
5.12,0.62,1838,16.1,0.1,0.11,32,0:31:12
5.13,0.56,1838,16.1,0.11,0.1,31,0:31:13
5.12,0.62,1838,16.1,0.11,0.11,31,0:31:14
5.12,0.65,1838,16.1,0.11,0.11,31,0:31:15
5.12,0.62,1838,16.1,0.11,0.11,32,0:31:16
5.12,0.63,1838,16.1,0.11,0.1,32,0:31:17
5.12,0.65,1839,16.1,0.1,0.11,31,0:31:18
5.12,0.65,1839,16.1,0.1,0.11,32,0:31:19
5.12,0.66,1839,16.1,0.11,0.11,31,0:31:20
5.13,0.66,1839,16.1,0.11,0.1,30,0:31:21
5.13,0.68,1839,16.1,0.11,0.11,31,0:31:22
5.12,0.65,1839,16.11,0.11,0.1,31,0:31:23
5.12,0.64,1840,16.11,0.11,0.11,31,0:31:24
5.08,1.29,1840,16.11,0.11,0.12,32,0:31:25
5.08,1.32,1840,16.11,0.1,0.11,31,0:31:26
5.08,1.29,1841,16.11,0.11,0.11,31,0:31:27
5.08,1.39,1841,16.11,0.12,0.12,31,0:31:28
5.08,1.41,1842,16.12,0.11,3.32,31,0:31:29
5.09,1.28,1842,16.12,0.12,3.34,32,0:31:30
5.08,1.39,1842,16.12,0.11,3.32,32,0:31:31
5.09,1.29,1843,16.12,0.12,3.32,31,0:31:32
5.08,1.47,1843,16.12,0.12,3.32,31,0:31:33
5.07,1.57,1843,16.13,0.12,3.32,31,0:31:34
5.08,1.42,1844,16.13,0.11,3.33,31,0:31:35
5.08,1.2,1844,16.13,0.11,3.32,31,0:31:36
5.09,1.29,1845,16.13,0.11,3.34,31,0:31:37
5.09,1.31,1845,16.13,0.11,3.33,31,0:31:38
5.1,1.13,1845,16.13,0.11,3.33,31,0:31:39
5.09,1.37,1846,16.14,0.11,3.33,31,0:31:40
5.1,1.15,1846,16.14,0.11,3.34,31,0:31:41
5.1,1.12,1846,16.14,0.11,3.34,31,0:31:42
5.1,1.22,1847,16.14,0.12,3.35,32,0:31:43
5.09,1.29,1847,16.14,0.11,3.32,31,0:31:44
5.09,1.33,1847,16.15,0.12,3.33,31,0:31:45
5.09,1.24,1848,16.15,0.11,3.32,31,0:31:46
5.08,1.39,1848,16.15,0.11,3.32,31,0:31:47
5.08,1.32,1848,16.15,0.11,3.33,31,0:31:48
5.08,1.3,1849,16.15,0.11,3.33,32,0:31:49
5.09,1.28,1849,16.15,0.11,3.33,32,0:31:50
5.08,1.31,1850,16.16,0.1,3.32,31,0:31:51
5.08,1.37,1850,16.16,0.11,3.32,31,0:31:52
5.09,1.3,1850,16.16,0.11,3.33,31,0:31:53
5.08,1.37,1851,16.16,0.11,0.11,31,0:31:54
5.08,1.22,1851,16.16,0.11,0.11,31,0:31:55
5.08,1.3,1851,16.17,0.11,0.11,31,0:31:56
5.08,1.08,1852,16.17,0.11,0.1,31,0:31:57
5.08,1.3,1852,16.17,0.11,3.33,31,0:31:58
5.11,1.08,1852,16.17,0.11,3.33,31,0:31:59
5.11,1.16,1853,16.17,0.11,3.33,32,0:32:00
5.12,0.76,1853,16.17,0.1,0.11,31,0:32:01
5.11,0.86,1853,16.17,0.11,0.1,31,0:32:02
5.11,0.93,1853,16.18,0.11,0.11,31,0:32:03
5.11,0.92,1854,16.18,0.11,0.11,31,0:32:04
5.12,0.83,1854,16.18,0.1,0.1,31,0:32:05
5.12,0.72,1854,16.18,0.1,0.11,31,0:32:06
5.12,0.8,1854,16.18,0.11,0.11,31,0:32:07
5.12,0.8,1855,16.18,0.11,0.11,31,0:32:08
5.12,0.78,1855,16.18,0.1,0.11,31,0:32:09
5.12,0.93,1855,16.18,0.1,0.11,31,0:32:10
5.11,1.04,1855,16.19,0.11,0.11,32,0:32:11
5.11,0.93,1856,16.19,0.12,0.11,31,0:32:12
5.12,0.95,1856,16.19,0.11,0.11,31,0:32:13
5.12,0.79,1856,16.19,0.11,0.11,31,0:32:14
5.11,1.03,1856,16.19,0.11,0.11,31,0:32:15
5.11,1.03,1857,16.19,0.11,0.11,31,0:32:16
5.12,0.98,1857,16.19,0.11,0.11,31,0:32:17
5.1,1.09,1857,16.2,0.1,0.11,31,0:32:18
5.09,1.24,1858,16.2,0.11,0.11,31,0:32:19
5.11,1.03,1858,16.2,0.11,0.11,31,0:32:20
5.11,1.03,1858,16.2,0.11,0.11,31,0:32:21
5.11,0.95,1858,16.2,0.11,0.11,31,0:32:22
5.12,0.79,1859,16.2,0.11,0.11,31,0:32:23
5.11,0.8,1859,16.2,0.1,0.11,30,0:32:24
5.12,0.88,1859,16.21,0.11,0.1,31,0:32:25
5.12,0.79,1859,16.21,0.1,0.11,31,0:32:26
5.08,1.39,1860,16.21,0.1,0.12,31,0:32:27
5.08,1.34,1860,16.21,0.1,0.11,31,0:32:28
5.08,1.31,1860,16.21,0.1,0.11,31,0:32:29
5.08,1.25,1861,16.21,0.11,0.11,30,0:32:30
5.09,1.1,1861,16.22,0.11,0.11,31,0:32:31
5.11,1.04,1861,16.22,0.11,0.11,31,0:32:32
5.1,1.14,1862,16.22,0.11,0.12,31,0:32:33
5.1,1.09,1862,16.22,0.1,0.11,31,0:32:34
5.11,1.03,1862,16.22,0.11,0.11,31,0:32:35
5.08,1.18,1863,16.22,0.11,0.1,30,0:32:36
5.08,1.2,1863,16.22,0.11,0.11,31,0:32:37
5.11,1.03,1863,16.23,0.11,0.11,31,0:32:38
5.1,1.03,1864,16.23,0.1,0.11,31,0:32:39
5.09,1.17,1864,16.23,0.1,0.12,31,0:32:40
5.09,1.16,1864,16.23,0.11,0.11,31,0:32:41
5.11,1.02,1864,16.23,0.11,0.11,30,0:32:42
5.1,1.14,1865,16.23,0.1,0.11,31,0:32:43
5.11,1.13,1865,16.24,0.11,0.11,31,0:32:44
5.11,1.03,1865,16.24,0.11,0.11,30,0:32:45
5.11,1.14,1866,16.24,0.11,0.11,31,0:32:46
5.11,1.03,1866,16.24,0.11,0.11,30,0:32:47
5.11,1.03,1866,16.24,0.11,0.11,31,0:32:48
5.11,1.03,1867,16.24,0.11,0.11,31,0:32:49
5.09,1.32,1867,16.25,0.11,0.11,31,0:32:50
5.11,1.2,1867,16.25,0.11,0.12,31,0:32:51
5.11,1.13,1868,16.25,0.11,0.11,31,0:32:52
5.1,1.15,1868,16.25,0.11,0.11,31,0:32:53
5.08,1.24,1868,16.25,0.11,0.11,31,0:32:54
5.09,1.22,1869,16.25,0.11,0.11,31,0:32:55
5.09,1.28,1869,16.26,0.11,0.11,32,0:32:56
5.1,1.22,1869,16.26,0.11,0.11,30,0:32:57
5.09,1.27,1870,16.26,0.11,0.11,30,0:32:58
5.08,1.28,1870,16.26,0.1,0.11,31,0:32:59
5.09,1.29,1870,16.26,0.11,0.11,31,0:33:00
5.1,1.19,1871,16.26,0.1,0.11,31,0:33:01
5.09,1.23,1871,16.27,0.11,3.32,30,0:33:02
5.09,1.18,1871,16.27,0.11,3.34,31,0:33:03
5.1,1.07,1872,16.27,0.11,3.34,30,0:33:04
5.12,0.78,1872,16.27,0.11,0.1,30,0:33:05
5.11,1.03,1872,16.27,0.11,0.11,31,0:33:06
5.11,1.03,1872,16.27,0.11,0.11,31,0:33:07
5.11,0.98,1873,16.27,0.11,0.11,31,0:33:08
5.1,1.18,1873,16.28,0.11,0.11,31,0:33:09
5.11,1.04,1873,16.28,0.11,0.11,30,0:33:10
5.11,1.03,1874,16.28,0.11,0.11,31,0:33:11
5.11,1.03,1874,16.28,0.11,0.11,31,0:33:12
5.11,1.03,1874,16.28,0.11,0.11,31,0:33:13
5.11,1.03,1874,16.28,0.11,0.11,31,0:33:14
5.11,1.0,1875,16.29,0.11,0.11,31,0:33:15
5.1,1.14,1875,16.29,0.11,0.11,31,0:33:16
5.12,0.87,1875,16.29,0.11,0.1,31,0:33:17
5.12,0.79,1876,16.29,0.11,0.11,31,0:33:18
5.12,0.78,1876,16.29,0.1,0.11,31,0:33:19
5.12,1.0,1876,16.29,0.11,0.1,31,0:33:20
5.11,1.03,1876,16.29,0.11,0.11,30,0:33:21
5.1,1.2,1877,16.29,0.11,0.11,31,0:33:22
5.11,1.03,1877,16.3,0.11,0.11,31,0:33:23
5.12,0.78,1877,16.3,0.11,0.11,31,0:33:24
5.11,1.01,1877,16.3,0.11,0.1,30,0:33:25
5.11,1.02,1878,16.3,0.1,0.11,31,0:33:26
5.12,0.95,1878,16.3,0.11,0.11,31,0:33:27
5.11,0.97,1878,16.3,0.11,0.11,31,0:33:28
5.11,1.02,1879,16.3,0.11,0.1,31,0:33:29
5.12,1.02,1879,16.31,0.11,0.11,31,0:33:30
5.11,0.97,1879,16.31,0.1,0.11,31,0:33:31
5.1,1.27,1879,16.31,0.11,0.12,32,0:33:32
5.1,1.03,1880,16.31,0.11,0.11,31,0:33:33
5.12,0.86,1880,16.31,0.1,0.1,30,0:33:34
5.11,0.8,1880,16.31,0.1,0.11,31,0:33:35
5.12,0.85,1880,16.31,0.11,0.11,31,0:33:36
5.11,1.03,1881,16.32,0.11,0.11,31,0:33:37
5.11,1.05,1881,16.32,0.11,0.11,30,0:33:38
5.08,1.38,1881,16.32,0.11,0.11,30,0:33:39
5.09,1.28,1882,16.32,0.1,0.11,30,0:33:40
5.09,1.14,1882,16.32,0.11,0.11,30,0:33:41
5.09,1.32,1882,16.32,0.11,0.11,31,0:33:42
5.08,1.27,1883,16.33,0.11,0.11,31,0:33:43
5.09,1.2,1883,16.33,0.11,0.11,30,0:33:44
5.09,1.14,1883,16.33,0.11,3.33,30,0:33:45
5.1,1.07,1884,16.33,0.11,3.35,31,0:33:46
5.09,1.2,1884,16.33,0.11,3.33,31,0:33:47
5.11,1.12,1884,16.33,0.11,3.33,31,0:33:48
5.11,1.11,1885,16.34,0.11,3.34,30,0:33:49
5.11,1.03,1885,16.34,0.11,0.11,30,0:33:50
5.11,1.03,1885,16.34,0.11,0.11,31,0:33:51
5.11,1.03,1886,16.34,0.11,0.11,30,0:33:52
5.12,0.94,1886,16.34,0.1,0.11,30,0:33:53
5.12,0.8,1886,16.34,0.11,0.11,30,0:33:54
5.12,0.8,1886,16.34,0.1,0.11,31,0:33:55
5.12,0.8,1887,16.35,0.11,0.11,30,0:33:56
5.12,0.8,1887,16.35,0.11,0.11,31,0:33:57
5.12,0.94,1887,16.35,0.11,0.1,31,0:33:58
5.12,0.94,1887,16.35,0.1,0.11,31,0:33:59
5.11,1.0,1888,16.35,0.1,0.11,31,0:34:00
5.1,1.27,1888,16.35,0.11,0.11,31,0:34:01
5.1,1.16,1888,16.35,0.11,0.11,31,0:34:02
5.11,1.06,1889,16.36,0.11,0.11,31,0:34:03
5.11,0.96,1889,16.36,0.11,0.11,31,0:34:04
5.12,1.03,1889,16.36,0.11,0.11,31,0:34:05
5.11,1.03,1889,16.36,0.11,0.11,31,0:34:06
5.12,0.91,1890,16.36,0.11,0.11,31,0:34:07
5.11,1.03,1890,16.36,0.11,0.11,31,0:34:08
5.1,1.03,1890,16.36,0.11,0.11,31,0:34:09
5.11,1.03,1890,16.37,0.11,0.11,31,0:34:10
5.11,1.03,1891,16.37,0.11,0.11,30,0:34:11
5.1,1.03,1891,16.37,0.11,0.11,31,0:34:12
5.11,0.95,1891,16.37,0.11,0.11,30,0:34:13
5.11,1.03,1892,16.37,0.11,0.11,30,0:34:14
5.11,1.0,1892,16.37,0.11,0.11,30,0:34:15
5.11,1.01,1892,16.37,0.11,0.11,31,0:34:16
5.12,1.01,1892,16.38,0.12,0.1,30,0:34:17
5.11,1.03,1893,16.38,0.11,0.11,30,0:34:18
5.08,1.31,1893,16.38,0.1,0.11,30,0:34:19
5.11,1.05,1893,16.38,0.11,0.11,31,0:34:20
5.11,1.03,1894,16.38,0.11,0.11,31,0:34:21
5.11,0.98,1894,16.38,0.1,0.11,30,0:34:22
5.12,0.86,1894,16.38,0.11,0.11,30,0:34:23
5.12,0.86,1894,16.39,0.11,0.1,30,0:34:24
5.12,0.79,1895,16.39,0.11,0.11,30,0:34:25
5.12,0.8,1895,16.39,0.1,0.11,31,0:34:26
5.11,1.02,1895,16.39,0.11,0.11,31,0:34:27
5.09,1.3,1896,16.39,0.11,0.11,30,0:34:28
5.08,1.29,1896,16.39,0.11,0.11,31,0:34:29
5.08,1.32,1896,16.39,0.1,0.12,31,0:34:30
5.09,1.32,1897,16.4,0.11,0.12,31,0:34:31
5.09,1.3,1897,16.4,0.11,3.33,30,0:34:32
5.09,1.24,1897,16.4,0.1,3.33,30,0:34:33
5.11,1.04,1898,16.4,0.11,3.34,31,0:34:34
5.09,1.1,1898,16.4,0.11,0.11,31,0:34:35
5.12,1.09,1898,16.41,0.11,0.11,31,0:34:36
5.11,1.08,1899,16.41,0.11,0.1,30,0:34:37
5.1,1.05,1899,16.41,0.11,0.11,31,0:34:38
5.09,1.18,1899,16.41,0.11,0.11,31,0:34:39
5.08,1.24,1900,16.41,0.11,0.11,30,0:34:40
5.09,1.37,1900,16.41,0.12,0.11,31,0:34:41
5.11,1.03,1900,16.41,0.11,0.11,31,0:34:42
5.1,1.19,1901,16.42,0.12,0.11,31,0:34:43
5.11,1.03,1901,16.42,0.1,0.11,30,0:34:44
5.11,1.03,1901,16.42,0.11,0.11,31,0:34:45
5.11,1.02,1901,16.42,0.11,0.12,31,0:34:46
5.08,1.32,1902,16.42,0.11,0.11,31,0:34:47
5.08,1.32,1902,16.42,0.11,0.1,31,0:34:48
5.07,1.38,1902,16.43,0.11,0.11,30,0:34:49
5.09,1.31,1903,16.43,0.11,0.11,31,0:34:50
5.09,1.32,1903,16.43,0.14,3.32,30,0:34:51
5.09,1.06,1904,16.43,0.11,3.33,31,0:34:52
5.09,1.26,1904,16.43,0.11,3.32,31,0:34:53
5.09,1.25,1904,16.44,0.12,3.34,31,0:34:54
5.08,1.38,1905,16.44,0.1,3.33,31,0:34:55
5.1,1.07,1905,16.44,0.11,3.33,31,0:34:56
5.1,1.08,1905,16.44,0.11,3.34,31,0:34:57
5.11,1.08,1906,16.44,0.11,3.34,30,0:34:58
5.09,1.3,1906,16.44,0.11,3.33,30,0:34:59
5.09,1.25,1906,16.45,0.11,3.33,31,0:35:00
5.08,1.22,1907,16.45,0.11,3.33,30,0:35:01
5.1,1.18,1907,16.45,0.11,0.11,30,0:35:02
5.1,1.25,1907,16.45,0.11,0.11,31,0:35:03
5.1,1.03,1908,16.45,0.11,0.11,30,0:35:04
5.1,1.05,1908,16.45,0.11,0.11,31,0:35:05
5.09,1.26,1908,16.46,0.11,0.11,30,0:35:06
5.1,1.06,1908,16.46,0.11,0.11,31,0:35:07
5.11,1.04,1909,16.46,0.11,0.11,31,0:35:08
5.11,1.03,1909,16.46,0.11,0.11,30,0:35:09
5.13,0.77,1909,16.46,0.11,0.11,31,0:35:10
5.12,0.79,1909,16.46,0.11,0.1,31,0:35:11
5.12,0.75,1910,16.46,0.11,0.1,30,0:35:12
5.12,0.81,1910,16.46,0.11,0.11,31,0:35:13
5.09,1.31,1910,16.47,0.11,0.12,31,0:35:14
5.1,1.2,1911,16.47,0.11,0.11,30,0:35:15
5.11,1.08,1911,16.47,0.11,0.11,30,0:35:16
5.09,1.13,1911,16.47,0.11,0.11,30,0:35:17
5.11,1.03,1912,16.47,0.11,0.11,31,0:35:18
5.11,1.06,1912,16.47,0.11,0.11,31,0:35:19
5.09,1.17,1912,16.48,0.1,0.11,31,0:35:20
5.11,1.09,1912,16.48,0.11,0.11,31,0:35:21
5.11,1.02,1913,16.48,0.11,0.11,31,0:35:22
5.11,1.03,1913,16.48,0.11,0.11,31,0:35:23
5.1,1.16,1913,16.48,0.11,0.11,31,0:35:24
5.11,1.04,1914,16.48,0.11,0.11,31,0:35:25
5.09,1.28,1914,16.49,0.11,0.11,30,0:35:26
5.09,1.29,1914,16.49,0.11,0.11,31,0:35:27
5.1,1.04,1915,16.49,0.11,0.11,30,0:35:28
5.11,1.16,1915,16.49,0.12,0.11,30,0:35:29
5.11,1.04,1915,16.49,0.11,0.11,31,0:35:30
5.1,1.03,1916,16.49,0.11,0.11,31,0:35:31
5.11,1.03,1916,16.49,0.11,0.11,31,0:35:32
5.11,1.03,1916,16.5,0.11,0.11,31,0:35:33
5.11,1.03,1916,16.5,0.11,0.11,31,0:35:34
5.08,1.24,1917,16.5,0.11,0.11,30,0:35:35
5.09,1.29,1917,16.5,0.11,0.11,31,0:35:36
5.11,1.03,1917,16.5,0.11,0.11,31,0:35:37
5.11,1.03,1918,16.5,0.11,0.11,31,0:35:38
5.12,0.85,1918,16.51,0.1,0.11,31,0:35:39
5.12,0.74,1918,16.51,0.1,0.11,31,0:35:40
5.12,0.93,1918,16.51,0.11,0.11,30,0:35:41
5.09,1.19,1919,16.51,0.11,0.11,30,0:35:42
5.08,1.16,1919,16.51,0.11,0.11,30,0:35:43
5.1,1.16,1919,16.51,0.11,0.11,30,0:35:44
5.11,1.03,1920,16.51,0.11,0.11,31,0:35:45
5.11,1.14,1920,16.52,0.11,0.11,31,0:35:46
5.1,1.2,1920,16.52,0.11,0.11,30,0:35:47
5.11,1.04,1921,16.52,0.11,0.11,31,0:35:48
5.11,1.08,1921,16.52,0.11,0.11,30,0:35:49
5.08,1.08,1921,16.52,0.11,0.11,31,0:35:50
5.11,1.12,1922,16.52,0.11,0.11,31,0:35:51
5.12,1.08,1922,16.53,0.11,0.11,30,0:35:52
5.11,1.03,1922,16.53,0.11,0.11,31,0:35:53
5.11,1.13,1922,16.53,0.11,0.11,30,0:35:54
5.09,1.14,1923,16.53,0.11,0.11,30,0:35:55
5.11,1.03,1923,16.53,0.11,0.11,30,0:35:56
5.11,1.03,1923,16.53,0.11,0.11,31,0:35:57
5.11,1.02,1924,16.53,0.11,0.11,31,0:35:58
5.11,1.03,1924,16.54,0.11,0.11,30,0:35:59
5.11,1.03,1924,16.54,0.11,0.11,31,0:36:00
5.11,1.02,1924,16.54,0.11,0.11,30,0:36:01
5.1,1.12,1925,16.54,0.11,0.11,31,0:36:02
5.11,1.03,1925,16.54,0.1,0.11,31,0:36:03
5.11,1.03,1925,16.54,0.11,0.11,31,0:36:04
5.09,1.29,1926,16.55,0.11,0.1,31,0:36:05
5.11,1.05,1926,16.55,0.11,0.11,31,0:36:06
5.09,1.26,1926,16.55,0.11,0.11,30,0:36:07
5.09,1.1,1927,16.55,0.11,0.11,31,0:36:08
5.11,1.03,1927,16.55,0.11,0.11,30,0:36:09
5.12,1.03,1927,16.55,0.11,0.11,31,0:36:10
5.1,1.03,1928,16.55,0.11,0.11,30,0:36:11
5.11,1.03,1928,16.56,0.11,0.11,30,0:36:12
5.09,1.26,1928,16.56,0.1,0.11,30,0:36:13
5.11,1.08,1928,16.56,0.11,0.11,31,0:36:14
5.11,1.16,1929,16.56,0.11,0.11,31,0:36:15
5.11,1.06,1929,16.56,0.11,0.11,30,0:36:16
5.11,1.03,1929,16.56,0.11,3.34,30,0:36:17
5.11,1.03,1930,16.57,0.11,3.34,30,0:36:18
5.11,1.03,1930,16.57,0.11,0.11,31,0:36:19
5.11,1.03,1930,16.57,0.11,0.11,31,0:36:20
5.08,1.27,1931,16.57,0.11,0.1,31,0:36:21
5.11,1.02,1931,16.57,0.11,0.11,30,0:36:22
5.12,1.03,1931,16.57,0.11,0.11,30,0:36:23
5.1,1.08,1931,16.57,0.11,0.11,30,0:36:24
5.11,1.04,1932,16.58,0.11,0.11,31,0:36:25
5.11,1.03,1932,16.58,0.11,0.11,30,0:36:26
5.12,0.78,1932,16.58,0.11,0.11,31,0:36:27
5.11,1.03,1933,16.58,0.11,0.11,31,0:36:28
5.1,1.23,1933,16.58,0.12,0.11,31,0:36:29
5.08,1.31,1933,16.58,0.11,0.11,31,0:36:30
5.09,1.27,1934,16.59,0.11,0.11,31,0:36:31
5.09,1.07,1934,16.59,0.11,0.11,30,0:36:32
5.09,1.21,1934,16.59,0.11,0.11,31,0:36:33
5.1,1.28,1935,16.59,0.11,0.12,31,0:36:34
5.09,1.02,1935,16.59,0.1,0.11,30,0:36:35
5.1,1.08,1935,16.59,0.11,0.11,32,0:36:36
5.11,1.04,1935,16.59,0.11,0.11,31,0:36:37
5.08,1.32,1936,16.6,0.11,0.11,30,0:36:38
5.09,1.27,1936,16.6,0.11,0.11,30,0:36:39
5.11,1.02,1936,16.6,0.11,0.11,31,0:36:40
5.11,1.03,1937,16.6,0.11,0.11,30,0:36:41
5.11,1.03,1937,16.6,0.11,0.11,31,0:36:42
5.11,1.03,1937,16.6,0.11,0.11,31,0:36:43
5.11,1.03,1938,16.61,0.11,0.11,31,0:36:44
5.12,1.02,1938,16.61,0.1,0.11,31,0:36:45
5.12,0.93,1938,16.61,0.11,0.11,31,0:36:46
5.11,1.03,1938,16.61,0.11,0.11,31,0:36:47
5.11,1.03,1939,16.61,0.11,0.11,30,0:36:48
5.12,0.85,1939,16.61,0.1,0.1,31,0:36:49
5.11,0.98,1939,16.61,0.11,0.11,31,0:36:50
5.12,0.81,1939,16.62,0.11,0.11,31,0:36:51
5.11,0.96,1940,16.62,0.11,0.11,30,0:36:52
5.12,0.9,1940,16.62,0.11,0.12,30,0:36:53
5.12,0.74,1940,16.62,0.1,0.11,31,0:36:54
5.13,0.74,1940,16.62,0.11,0.11,30,0:36:55
5.12,0.75,1941,16.62,0.11,0.11,31,0:36:56
5.12,0.76,1941,16.62,0.11,0.11,31,0:36:57
5.12,0.81,1941,16.62,0.1,0.11,30,0:36:58
5.12,0.75,1941,16.62,0.1,0.11,30,0:36:59
5.12,0.82,1941,16.63,0.11,0.11,30,0:37:00
5.12,0.78,1942,16.63,0.1,0.11,30,0:37:01
5.12,0.72,1942,16.63,0.11,0.11,30,0:37:02
5.12,0.92,1942,16.63,0.11,0.11,30,0:37:03
5.12,0.85,1942,16.63,0.11,0.11,30,0:37:04
5.12,0.78,1943,16.63,0.11,0.11,30,0:37:05
5.12,0.81,1943,16.63,0.1,0.11,31,0:37:06
5.12,0.74,1943,16.63,0.11,0.11,31,0:37:07
5.11,0.95,1943,16.64,0.11,0.11,31,0:37:08
5.12,0.97,1944,16.64,0.1,0.11,31,0:37:09
5.12,0.77,1944,16.64,0.11,0.1,30,0:37:10
5.12,0.78,1944,16.64,0.1,0.11,30,0:37:11
5.12,0.96,1944,16.64,0.1,0.11,30,0:37:12
5.12,0.74,1945,16.64,0.11,0.11,30,0:37:13
5.12,0.79,1945,16.64,0.11,0.1,31,0:37:14
5.12,0.73,1945,16.64,0.11,0.11,31,0:37:15
5.12,0.69,1945,16.64,0.1,0.1,31,0:37:16
5.11,1.03,1945,16.65,0.11,0.11,31,0:37:17
5.09,1.24,1946,16.65,0.11,0.11,31,0:37:18
5.1,1.11,1946,16.65,0.1,0.11,30,0:37:19
5.09,1.1,1946,16.65,0.11,0.11,31,0:37:20
5.12,0.9,1947,16.65,0.11,0.11,31,0:37:21
5.12,0.85,1947,16.65,0.11,0.11,31,0:37:22
5.12,0.9,1947,16.65,0.11,0.11,31,0:37:23
5.12,0.77,1947,16.66,0.11,0.11,30,0:37:24
5.09,1.14,1948,16.66,0.11,0.11,31,0:37:25
5.11,1.03,1948,16.66,0.11,0.11,30,0:37:26
5.11,1.02,1948,16.66,0.11,0.11,30,0:37:27
5.12,0.97,1949,16.66,0.11,0.11,31,0:37:28
5.11,1.18,1949,16.66,0.11,0.11,31,0:37:29
5.11,1.03,1949,16.66,0.11,0.11,30,0:37:30
5.11,1.03,1949,16.67,0.11,0.11,31,0:37:31
5.09,1.26,1950,16.67,0.11,0.11,31,0:37:32
5.11,1.09,1950,16.67,0.1,0.11,31,0:37:33
5.11,1.03,1950,16.67,0.11,0.11,31,0:37:34
5.12,0.8,1951,16.67,0.11,0.1,31,0:37:35
5.12,0.84,1951,16.67,0.11,0.11,31,0:37:36
5.12,0.84,1951,16.67,0.11,0.11,30,0:37:37
5.12,0.79,1951,16.68,0.11,0.1,31,0:37:38
5.12,0.78,1951,16.68,0.1,0.11,31,0:37:39
5.12,1.0,1952,16.68,0.11,0.11,31,0:37:40
5.12,0.79,1952,16.68,0.11,0.11,30,0:37:41
5.11,0.92,1952,16.68,0.1,0.1,30,0:37:42
5.11,1.03,1953,16.68,0.11,0.11,30,0:37:43
5.09,1.19,1953,16.68,0.11,0.11,31,0:37:44
5.11,1.03,1953,16.69,0.11,0.11,30,0:37:45
5.09,1.31,1954,16.69,0.12,0.11,31,0:37:46
5.1,1.09,1954,16.69,0.11,0.1,30,0:37:47
5.1,1.04,1954,16.69,0.11,0.11,30,0:37:48
5.11,1.1,1954,16.69,0.1,0.11,31,0:37:49
5.11,1.09,1955,16.69,0.11,0.11,31,0:37:50
5.11,0.96,1955,16.69,0.11,0.1,30,0:37:51
5.11,1.03,1955,16.7,0.11,0.11,31,0:37:52
5.11,1.03,1956,16.7,0.11,0.11,30,0:37:53
5.12,0.77,1956,16.7,0.1,0.11,30,0:37:54
5.11,0.86,1956,16.7,0.12,0.11,31,0:37:55
5.12,0.84,1956,16.7,0.1,0.1,30,0:37:56
5.12,0.93,1957,16.7,0.1,0.11,31,0:37:57
5.12,0.76,1957,16.7,0.1,0.1,30,0:37:58
5.12,0.78,1957,16.7,0.11,0.11,31,0:37:59
5.12,0.91,1957,16.71,0.1,0.11,30,0:38:00
5.12,0.92,1957,16.71,0.1,0.11,30,0:38:01
5.12,0.84,1958,16.71,0.11,0.11,30,0:38:02
5.09,1.29,1958,16.71,0.11,0.11,31,0:38:03
5.1,1.04,1958,16.71,0.11,0.11,31,0:38:04
5.11,1.04,1959,16.71,0.11,0.11,30,0:38:05
5.12,1.02,1959,16.71,0.1,0.11,31,0:38:06
5.11,1.0,1959,16.72,0.11,0.11,30,0:38:07
5.12,0.85,1959,16.72,0.11,0.11,30,0:38:08
5.12,0.77,1960,16.72,0.11,0.11,31,0:38:09
5.12,0.74,1960,16.72,0.1,0.11,30,0:38:10
5.12,0.79,1960,16.72,0.11,0.11,30,0:38:11
5.12,0.8,1960,16.72,0.1,0.11,30,0:38:12
5.12,0.74,1960,16.72,0.1,0.11,30,0:38:13
5.11,1.0,1961,16.72,0.11,0.11,31,0:38:14
5.11,0.98,1961,16.73,0.11,0.11,31,0:38:15
5.12,0.96,1961,16.73,0.11,0.11,31,0:38:16
5.12,0.76,1962,16.73,0.11,0.1,31,0:38:17
5.1,1.13,1962,16.73,0.11,0.11,30,0:38:18
5.11,1.03,1962,16.73,0.11,0.11,30,0:38:19
5.12,1.02,1962,16.73,0.11,0.12,30,0:38:20
5.12,0.79,1963,16.73,0.11,0.1,30,0:38:21
5.12,0.75,1963,16.73,0.1,0.11,30,0:38:22
5.13,0.76,1963,16.74,0.1,0.11,30,0:38:23
5.12,0.74,1963,16.74,0.11,0.1,30,0:38:24
5.12,0.68,1963,16.74,0.1,0.11,31,0:38:25
